Location;HM;H;M
091419: Vila Nova de Foz Côa;3101;1477;1624
1714: Vila Real;49623;23378;26245
171401: Abaças;836;399;437
171403: Andrães;1372;658;714
171404: Arroios;1058;511;547
171406: Campeã;1226;567;659
171409: Folhadela;2164;1011;1153
171410: Guiães;384;187;197
171414: Lordelo;3228;1531;1697
171415: Mateus;3545;1671;1874
171416: Mondrões;948;468;480
171420: Parada de Cunhos;1722;803;919
171426: Torgueda;1235;586;649
171431: União das freguesias de Adoufe e Vilarinho de Samardã;2663;1290;1373
171432: União das freguesias de Borbela e Lamas de Olo;2896;1390;1506
171433: União das freguesias de Constantim e Vale de Nogueiras;1733;820;913
171434: União das freguesias de Mouçós e Lamares;3179;1559;1620
171435: União das freguesias de Nogueira e Ermida;759;350;409
171436: União das freguesias de Pena, Quintã e Vila Cova;712;337;375
171437: União das freguesias de São Tomé do Castelo e Justes;1069;505;564
171438: Vila Real;17375;8020;9355
171429: Vila Marim;1519;715;804
11E: Terras de Trás-os-Montes;107302;51320;55982
0401: Alfândega da Fé;4321;2089;2232
040102: Alfândega da Fé;1937;935;1002
040103: Cerejais;160;71;89
040111: Sambade;372;177;195
040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;211;105;106
040122: União das freguesias de Eucisia, Gouveia e Valverde;266;139;127
040123: União das freguesias de Ferradosa e Sendim da Serra;169;81;88
040124: União das freguesias de Gebelim e Soeima;299;144;155
040125: União das freguesias de Parada e Sendim da Ribeira;209;101;108
040126: União das freguesias de Pombal e Vales;144;70;74
040118: Vilar Chão;205;101;104
040119: Vilarelhos;217;100;117
040120: Vilares de Vilariça;132;65;67
0402: Bragança;34580;16511;18069
040201: Alfaião;164;84;80
040203: Babe;209;90;119
040204: Baçal;460;243;217
040206: Carragosa;162;76;86
040209: Castro de Avelãs;430;211;219
040210: Coelhoso;279;123;156
040212: Donai;418;195;223
040213: Espinhosela;227;118;109
040215: França;199;83;116
040216: Gimonde;360;173;187
040217: Gondesende;139;74;65
040218: Gostei;397;186;211
040219: Grijó de Parada;247;127;120
040221: Macedo do Mato;179;80;99
040224: Mós;174;88;86
040225: Nogueira;462;221;241
040226: Outeiro;234;109;125
040229: Parâmio;195;93;102
040230: Pinela;226;108;118
040232: Quintanilha;217;101;116
040233: Quintela de Lampaças;185;90;95
040234: Rabal;153;76;77
040236: Rebordãos;534;254;280
040239: Salsas;269;136;133
040240: Samil;1396;685;711
040241: Santa Comba de Rossas;275;137;138
040244: São Pedro de Sarracenos;380;168;212
040246: Sendas;152;70;82
040247: Serapicos;188;84;104
040248: Sortes;263;119;144
040250: União das freguesias de Aveleda e Rio de Onor;227;117;110
040251: União das freguesias de Castrelos e Carrazedo;215;100;115
040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;849;474;375
040253: União das freguesias de Parada e Faílde;539;261;278
040254: União das freguesias de Rebordainhos e Pombares;148;72;76
040255: União das freguesias de Rio Frio e Milhão;287;141;146
040256: União das freguesias de São Julião de Palácios e Deilão;319;158;161
040257: União das freguesias de Sé, Santa Maria e Meixedo;22682;10716;11966
040249: Zoio;141;70;71
0405: Macedo de Cavaleiros;14252;6761;7491
040502: Amendoeira;401;197;204
040503: Arcas;215;108;107
040507: Carrapatas;153;72;81
040509: Chacim;224;115;109
040510: Cortiços;237;117;120
040511: Corujas;143;74;69
040514: Ferreira;192;93;99
040515: Grijó;350;170;180
040516: Lagoa;271;138;133
040517: Lamalonga;338;171;167
040518: Lamas;238;119;119
040519: Lombo;304;136;168
040520: Macedo de Cavaleiros;6139;2827;3312
040521: Morais;528;261;267
040523: Olmos;149;77;72
040524: Peredo;192;100;92
040526: Salselas;286;139;147
040528: Sezulfe;269;120;149
040530: Talhas;255;128;127
040539: União das freguesias de Ala e Vilarinho do Monte;414;200;214
040540: União das freguesias de Bornes e Burga;342;154;188
040541: União das freguesias de Castelãos e Vilar do Monte;454;198;256
040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;388;186;202
040543: União das freguesias de Podence e Santa Combinha;259;122;137
040544: União das freguesias de Talhinhas e Bagueixe;263;134;129
040532: Vale Benfeito;159;80;79
040533: Vale da Porca;240;115;125
040534: Vale de Prados;473;224;249
040536: Vilarinho de Agrochão;216;106;110
040538: Vinhas;160;80;80
0406: Miranda do Douro;6466;3120;3346
040604: Duas Igrejas;558;268;290
040605: Genísio;152;74;78
040607: Malhadas;275;134;141
040608: Miranda do Douro;2056;977;1079
040609: Palaçoulo;571;281;290
040611: Picote;230;105;125
040612: Póvoa;164;77;87
040613: São Martinho de Angueira;239;112;127
040618: União das freguesias de Constantim e Cicouro;153;73;80
040619: União das freguesias de Ifanes e Paradela;233;115;118
040620: União das freguesias de Sendim e Atenor;1243;606;637
040621: União das freguesias de Silva e Águas Vivas;330;174;156
040616: Vila Chã de Braciosa;262;124;138
0407: Mirandela;21389;10103;11286
040701: Abambres;337;172;165
040702: Abreiro;200;105;95
040703: Aguieiras;244;121;123
040704: Alvites;171;93;78
040708: Bouça;182;94;88
040709: Cabanelas;343;161;182
040710: Caravelas;153;78;75
040711: Carvalhais;1232;583;649
040712: Cedães;270;125;145
040713: Cobro;153;70;83
040714: Fradizela;185;92;93
040716: Frechas;728;344;384
040718: Lamas de Orelhão;320;150;170
040720: Mascarenhas;422;194;228
040721: Mirandela;11408;5315;6093
040722: Múrias;243;118;125
040724: Passos;333;161;172
040727: São Pedro Velho;280;137;143
040728: São Salvador;200;101;99
040729: Suçães;506;245;261
040730: Torre de Dona Chama;922;438;484
040738: União das freguesias de Avantos e Romeu;341;151;190
040739: União das Freguesias de Avidagos, Navalho e Pereira;446;200;246
040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;319;148;171
040741: União das freguesias de Franco e Vila Boa;262;131;131
040742: União das freguesias de Freixeda e Vila Verde;135;69;66
040731: Vale de Asnes;210;108;102
040732: Vale de Gouvinhas;234;112;122
040733: Vale de Salgueiro;343;166;177
040734: Vale de Telhas;267;121;146
0408: Mogadouro;8304;4000;4304
040801: Azinhoso;241;120;121
040802: Bemposta;497;247;250
040803: Bruçó;166;79;87
040804: Brunhoso;211;106;105
040807: Castelo Branco;330;152;178
040808: Castro Vicente;263;132;131
040809: Meirinhos;250;122;128
040811: Paradela;127;59;68
040812: Penas Roias;279;135;144
040813: Peredo da Bemposta;185;90;95
040815: Saldanha;133;60;73
040817: São Martinho do Peso;256;135;121
040819: Tó;136;67;69
040820: Travanca;120;57;63
040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;217;109;108
040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;3606;1700;1906
040831: União das freguesias de Remondes e Soutelo;285;132;153
040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;356;166;190
040821: Urrós;250;121;129
040822: Vale da Madre;165;87;78
040826: Vila de Ala;231;124;107
0410: Vila Flor;6064;2917;3147
041002: Benlhevai;234;116;118
041005: Freixiel;527;257;270
041009: Roios;148;74;74
041010: Samões;338;176;162
041011: Sampaio;137;73;64
041012: Santa Comba de Vilariça;360;178;182
041013: Seixo de Manhoses;403;187;216
041014: Trindade;116;55;61
041020: União das freguesias de Assares e Lodões;214;107;107
041021: União das freguesias de Candoso e Carvalho de Egas;222;103;119
041022: União das freguesias de Valtorno e Mourão;319;146;173
041023: União das freguesias de Vila Flor e Nabo;2367;1117;1250
041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;525;255;270
041015: Vale Frechoso;154;73;81
0411: Vimioso;4154;2009;2145
041103: Argozelo;563;272;291
041107: Carção;390;194;196
041108: Matela;211;101;110
041109: Pinelo;221;101;120
041110: Santulhão;331;158;173
041115: União das freguesias de Algoso, Campo de Víboras e Uva;490;229;261
041116: União das freguesias de Caçarelhos e Angueira;295;156;139
041117: União das freguesias de Vale de Frades e Avelanoso;293;147;146
041113: Vilar Seco;116;56;60
041114: Vimioso;1244;595;649
0412: Vinhais;7772;3810;3962
041201: Agrochão;220;104;116
041203: Candedo;289;136;153
041204: Celas;190;101;89
041206: Edral;171;85;86
041207: Edrosa;139;67;72
041208: Ervedosa;331;149;182
041215: Paçó;154;82;72
041216: Penhas Juntas;259;134;125
041219: Rebordelo;606;291;315
041221: Santalha;188;88;100
041226: Tuizelo;295;144;151
041236: União das freguesias de Curopos e Vale de Janeiro;245;125;120
041237: União das freguesias de Moimenta e Montouto;218;116;102
041238: União das freguesias de Nunes e Ousilhão;198;94;104
041239: União das freguesias de Quirás e Pinheiro Novo;203;103;100
041240: União das freguesias de Sobreiro de Baixo e Alvaredos;274;134;140
041241: União das freguesias de Soeira, Fresulfe e Mofreita;157;81;76
041242: União das freguesias de Travanca e Santa Cruz;148;74;74
041243: União das freguesias de Vilar de Lomba e São Jomil;207;106;101
041227: Vale das Fontes;260;126;134
041229: Vila Boa de Ousilhão;139;69;70
041230: Vila Verde;151;76;75
041232: Vilar de Ossos;223;115;108
041233: Vilar de Peregrinos;134;73;61
041234: Vilar Seco de Lomba;186;87;99
041235: Vinhais;2187;1050;1137
16: Centro;2227912;1059816;1168096
16B: Oeste;363596;174826;188770
1001: Alcobaça;54981;26468;28513
100102: Alfeizerão;3669;1735;1934
100120: Aljubarrota;6243;3054;3189
100104: Bárrio;1407;691;716
100105: Benedita;8486;4102;4384
100106: Cela;3076;1505;1571
100108: Évora de Alcobaça;4139;2021;2118
100109: Maiorga;1845;883;962
100112: São Martinho do Porto;3114;1477;1637
100114: Turquel;4439;2145;2294
100121: União das freguesias de Alcobaça e Vestiaria;7252;3326;3926
100122: União das freguesias de Coz, Alpedriz e Montes;2828;1361;1467
100123: União das freguesias de Pataias e Martingança;6730;3298;3432
100116: Vimeiro;1753;870;883
1101: Alenquer;44428;21547;22881
110106: Carnota;1568;777;791
110107: Meca;1617;773;844
110108: Olhalvo;1800;853;947
110109: Ota;1185;595;590
110117: União das freguesias de Abrigada e Cabanas de Torres;4158;2004;2154
110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;2908;1387;1521
110119: União das freguesias de Alenquer (Santo Estêvão e Triana);12027;5823;6204
110120: União das freguesias de Carregado e Cadafais;14618;7107;7511
110121: União das freguesias de Ribafria e Pereiro de Palhacana;1496;753;743
110113: Ventosa;2002;950;1052
110114: Vila Verde dos Francos;1049;525;524
1102: Arruda dos Vinhos;13983;6829;7154
110201: Arranhó;2588;1277;1311
110202: Arruda dos Vinhos;9283;4539;4744
110203: Cardosas;823;400;423
110204: São Tiago dos Velhos;1289;613;676
1005: Bombarral;12743;6108;6635
100502: Carvalhal;2396;1154;1242
100505: Pó;923;455;468
100503: Roliça;2543;1264;1279
100506: União das freguesias do Bombarral e Vale Covo;6881;3235;3646
1104: Cadaval;13382;6417;6965
110401: Alguber;835;400;435
110407: Peral;892;460;432
110412: União das freguesias de Lamas e Cercal;3410;1644;1766
110413: União das freguesias de Painho e Figueiros;1732;833;899
110411: União das freguesias do Cadaval e Pêro Moniz;3696;1721;1975
110409: Vermelha;1250;591;659
110410: Vilar;1567;768;799
1006: Caldas da Rainha;50898;23963;26935
100601: A dos Francos;1632;773;859
100602: Alvorninha;2647;1288;1359
100604: Carvalhal Benfeito;1141;569;572
100606: Foz do Arelho;1394;656;738
100607: Landal;942;454;488
100608: Nadadouro;1961;979;982
100609: Salir de Matos;2579;1256;1323
100611: Santa Catarina;2692;1317;1375
100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;18508;8514;9994
100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;11918;5512;6406
100619: União das freguesias de Tornada e Salir do Porto;4443;2138;2305
100615: Vidais;1041;507;534
1108: Lourinhã;26261;12685;13576
110803: Moita dos Ferreiros;1674;814;860
110805: Reguengo Grande;1486;719;767
110810: Ribamar;2162;1076;1086
110806: Santa Bárbara;2033;976;1057
110812: União das freguesias de Lourinhã e Atalaia;12352;5883;6469
110813: União das freguesias de Miragaia e Marteleira;3483;1728;1755
110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;1509;732;777
110808: Vimeiro;1562;757;805
1011: Nazaré;14889;7090;7799
101101: Famalicão;1667;793;874
101102: Nazaré;10395;4937;5458
101103: Valado dos Frades;2827;1360;1467
1012: Óbidos;11940;5835;6105
101201: A dos Negros;1457;713;744
101202: Amoreira;1036;512;524
101208: Gaeiras;2370;1137;1233
101203: Olho Marinho;1361;702;659
101210: Santa Maria, São Pedro e Sobral da Lagoa;3827;1811;2016
101209: Usseira;955;484;471
101207: Vau;934;476;458
1014: Peniche;26419;12660;13759
101402: Atouguia da Baleia;9114;4419;4695
101406: Ferrel;2758;1357;1401
101407: Peniche;13206;6229;6977
101405: Serra d'El-Rei;1341;655;686
1112: Sobral de Monte Agraço;10542;5070;5472
111201: Santo Quintino;3769;1824;1945
111202: Sapataria;3285;1608;1677
111203: Sobral de Monte Agraço;3488;1638;1850
1113: Torres Vedras;83130;40154;42976
111306: Freiria;2442;1192;1250
111310: Ponte do Rol;2548;1193;1355
111311: Ramalhal;3627;1861;1766
111314: São Pedro da Cadeira;5215;2582;2633
111316: Silveira;9337;4564;4773
111317: Turcifal;3597;1770;1827
111321: União das freguesias de A dos Cunhados e Maceira;11575;5719;5856
111322: União das freguesias de Campelos e Outeiro da Cabeça;3794;1899;1895
111323: União das freguesias de Carvoeira e Carmões;2201;1042;1159
111324: União das freguesias de Dois Portos e Runa;2787;1315;1472
111325: União das freguesias de Maxial e Monte Redondo;3226;1520;1706
111326: Santa Maria, São Pedro e Matacães;27814;13021;14793
111318: Ventosa;4967;2476;2491
16D: Região de Aveiro;367455;175669;191786
0101: Águeda;46134;22124;24010
010103: Aguada de Cima;3894;1855;2039
010109: Fermentelos;3028;1464;1564
010112: Macinhata do Vouga;3211;1568;1643
010121: União das freguesias de Águeda e Borralha;13708;6557;7151
010122: União das freguesias de Barrô e Aguada de Baixo;3086;1474;1612
010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;1418;664;754
010124: União das freguesias de Recardães e Espinhel;5758;2756;3002
010125: União das freguesias de Travassô e Óis da Ribeira;2206;1055;1151
010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;4486;2142;2344
010127: União das freguesias do Préstimo e Macieira de Alcoba;704;322;382
010119: Valongo do Vouga;4635;2267;2368
0102: Albergaria-a-Velha;24841;12073;12768
010209: Albergaria-a-Velha e Valmaior;11058;5343;5715
010202: Alquerubim;2232;1096;1136
010203: Angeja;1875;895;980
010204: Branca;5424;2653;2771
010206: Ribeira de Fráguas;1498;746;752
010210: São João de Loure e Frossos;2754;1340;1414
0103: Anadia;27542;13149;14393
010304: Avelãs de Caminho;1300;644;656
010305: Avelãs de Cima;1954;969;985
010307: Moita;2203;1064;1139
010309: Sangalhos;3835;1809;2026
010310: São Lourenço do Bairro;2288;1099;1189
010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;2429;1167;1262
010317: União das freguesias de Arcos e Mogofores;6241;2923;3318
010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;3256;1542;1714
010312: Vila Nova de Monsarros;1545;739;806
010313: Vilarinho do Bairro;2491;1193;1298
0105: Aveiro;80880;38371;42509
010501: Aradas;10076;4783;5293
010502: Cacia;6825;3327;3498
010515: Eixo e Eirol;6193;3017;3176
010505: Esgueira;13510;6386;7124
010508: Oliveirinha;4673;2223;2450
010516: Requeixo, Nossa Senhora de Fátima e Nariz;4386;2128;2258
010513: Santa Joana;8024;3842;4182
010510: São Bernardo;5273;2536;2737
010511: São Jacinto;756;385;371
010517: União das freguesias de Glória e Vera Cruz;21164;9744;11420
0108: Estarreja;26229;12695;13534
010801: Avanca;5733;2780;2953
010805: Pardilhó;4233;2087;2146
010806: Salreu;3677;1740;1937
010808: União das freguesias de Beduído e Veiros;9909;4759;5150
010809: União das freguesias de Canelas e Fermelã;2677;1329;1348
0110: Ílhavo;39241;18607;20634
011005: Gafanha da Encarnação;5313;2550;2763
011006: Gafanha da Nazaré;15560;7408;8152
011007: Gafanha do Carmo;1688;818;870
011008: Ílhavo (São Salvador);16680;7831;8849
0112: Murtosa;10488;5047;5441
011201: Bunheiro;2501;1212;1289
011202: Monte;1567;742;825
011203: Murtosa;3510;1684;1826
011204: Torreira;2910;1409;1501
0114: Oliveira do Bairro;23150;10964;12186
011403: Oiã;7868;3724;4144
011404: Oliveira do Bairro;6393;3030;3363
011405: Palhaça;2666;1267;1399
011407: União das freguesias de Bustos, Troviscal e Mamarrosa;6223;2943;3280
0115: Ovar;54976;26312;28664
011502: Cortegaça;3744;1842;1902
011503: Esmoriz;11933;5774;6159
011504: Maceda;3386;1634;1752
011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;29442;13951;15491
011507: Válega;6471;3111;3360
0117: Sever do Vouga;11069;5339;5730
011702: Couto de Esteves;712;337;375
011704: Pessegueiro do Vouga;1716;844;872
011705: Rocas do Vouga;1507;730;777
011706: Sever do Vouga;2719;1280;1439
011708: Talhadas;1125;572;553
011710: União das freguesias de Cedrim e Paradela;1356;641;715
011711: União das freguesias de Silva Escura e Dornelas;1934;935;999
0118: Vagos;22905;10988;11917
011801: Calvão;2190;1110;1080
011804: Gafanha da Boa Hora;2850;1372;1478
011805: Ouca;1750;850;900
011810: Santo André de Vagos;2051;963;1088
011807: Sosa;2817;1358;1459
011812: União das freguesias de Fonte de Angeão e Covão do Lobo;2015;943;1072
011813: União das freguesias de Ponte de Vagos e Santa Catarina;2883;1388;1495
011814: União das freguesias de Vagos e Santo António;6349;3004;3345
16E: Região de Coimbra;436949;205833;231116
0601: Arganil;11067;5289;5778
060102: Arganil;3830;1816;2014
060104: Benfeita;415;193;222
060105: Celavisa;143;73;70
060109: Folques;342;166;176
060111: Piódão;120;62;58
060112: Pomares;431;226;205
060113: Pombeiro da Beira;901;435;466
060114: São Martinho da Cortiça;1188;556;632
060115: Sarzedo;636;309;327
060116: Secarias;394;187;207
060119: União das freguesias de Cepos e Teixeira;198;96;102
060120: União das freguesias de Cerdeira e Moura da Serra;372;169;203
060121: União das freguesias de Côja e Barril de Alva;1563;729;834
060122: União das freguesias de Vila Cova de Alva e Anseriz;534;272;262
0602: Cantanhede;34218;16127;18091
060201: Ançã;2452;1177;1275
060203: Cadima;2646;1284;1362
060205: Cordinhã;974;466;508
060207: Febres;3040;1389;1651
060208: Murtede;1286;622;664
060209: Ourentã;1126;530;596
060218: Sanguinheira;1751;817;934
060215: São Caetano;723;353;370
060214: Tocha;3710;1767;1943
060220: União das freguesias de Cantanhede e Pocariça;8828;4147;4681
060221: União das freguesias de Covões e Camarneira;2758;1264;1494
060222: União das freguesias de Portunhos e Outil;1849;859;990
060223: União das freguesias de Sepins e Bolho;1712;826;886
060224: União das freguesias de Vilamar e Corticeiro de Cima;1363;626;737
0603: Coimbra;140796;65435;75361
060301: Almalaguês;2855;1324;1531
060309: Brasfemes;1935;927;1008
060311: Ceira;3243;1537;1706
060312: Cernache;3957;1839;2118
060318: Santo António dos Olivais;41107;18630;22477
060320: São João do Campo;1822;863;959
060324: São Silvestre;2792;1359;1433
060329: Torres do Mondego;2039;945;1094
060332: União das freguesias de Antuzede e Vil de Matos;2841;1391;1450
060333: União das freguesias de Assafarge e Antanhol;5000;2452;2548
060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);13867;6475;7392
060335: União das freguesias de Eiras e São Paulo de Frades;17582;8141;9441
060336: União das freguesias de Santa Clara e Castelo Viegas;11861;5527;6334
060337: União das freguesias de São Martinho de Árvore e Lamarosa;2723;1276;1447
060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;15322;7076;8246
060339: União das freguesias de Souselas e Botão;4188;1988;2200
060340: União das freguesias de Taveiro, Ameal e Arzila;3997;1901;2096
060341: União das freguesias de Trouxemil e Torre de Vilela;3665;1784;1881
0604: Condeixa-a-Nova;16733;7803;8930
060401: Anobra;1249;601;648
060406: Ega;2581;1227;1354
060407: Furadouro;183;85;98
060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;8738;3959;4779
060412: União das freguesias de Sebal e Belide;2739;1337;1402
060413: União das freguesias de Vila Seca e Bem da Fé;895;425;470
060410: Zambujal;348;169;179
0605: Figueira da Foz;58982;27884;31098
060519: Alhadas;4115;1958;2157
060502: Alqueidão;1485;726;759
060515: Bom Sucesso;1838;867;971
060520: Buarcos e São Julião;18407;8399;10008
060521: Ferreira-a-Nova;2119;1013;1106
060522: Lavos;3591;1718;1873
060507: Maiorca;2302;1137;1165
060508: Marinha das Ondas;3184;1627;1557
060518: Moinhos da Gândara;1097;512;585
060523: Paião;2768;1295;1473
060524: Quiaios;2778;1329;1449
060514: São Pedro;2585;1196;1389
060512: Tavarede;10047;4816;5231
060513: Vila Verde;2666;1291;1375
0606: Góis;3806;1754;2052
060601: Alvares;683;299;384
060604: Góis;1873;877;996
060606: União das freguesias de Cadafaz e Colmeal;320;139;181
060605: Vila Nova do Ceira;930;439;491
0607: Lousã;17012;8187;8825
060706: Gândaras;1111;555;556
060704: Serpins;1714;834;880
060707: União das freguesias de Foz de Arouce e Casal de Ermio;1264;611;653
060708: União das freguesias de Lousã e Vilarinho;12923;6187;6736
0111: Mealhada;19358;9244;10114
011102: Barcouço;2087;997;1090
011103: Casal Comba;3074;1467;1607
011104: Luso;2284;1104;1180
011106: Pampilhosa;3857;1855;2002
011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;6380;3001;3379
011107: Vacariça;1676;820;856
0608: Mira;12126;5753;6373
060803: Carapelhos;655;324;331
060801: Mira;6963;3273;3690
060804: Praia de Mira;3252;1572;1680
060802: Seixo;1256;584;672
0609: Miranda do Corvo;12014;5756;6258
060901: Lamas;771;361;410
060902: Miranda do Corvo;7114;3396;3718
060906: União das freguesias de Semide e Rio Vide;3336;1601;1735
060905: Vila Nova;793;398;395
0610: Montemor-o-Velho;24587;11788;12799
061002: Arazede;4981;2419;2562
061003: Carapinheira;2616;1223;1393
061014: Ereira;578;289;289
061005: Liceia;1053;502;551
061006: Meãs do Campo;1704;818;886
061008: Pereira;3499;1677;1822
061009: Santo Varão;1917;928;989
061010: Seixo de Gatões;1345;640;705
061011: Tentúgal;2044;1018;1026
061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;1345;609;736
061016: União das freguesias de Montemor-o-Velho e Gatões;3505;1665;1840
1808: Mortágua;8960;4249;4711
180802: Cercosa;284;136;148
180804: Espinho;984;470;514
180805: Marmeleira;489;216;273
180807: Pala;863;420;443
180808: Sobral;2189;1048;1141
180809: Trezói;343;162;181
180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;3808;1797;2011
0611: Oliveira do Hospital;19421;9278;10143
061101: Aldeia das Dez;474;203;271
061102: Alvoco das Várzeas;315;139;176
061103: Avô;471;225;246
061104: Bobadela;706;340;366
061106: Lagares;1383;662;721
061109: Lourosa;560;289;271
061110: Meruge;492;230;262
061111: Nogueira do Cravo;2171;1041;1130
061115: São Gião;342;160;182
061118: Seixo da Beira;1370;655;715
061119: Travanca de Lagos;1119;558;561
061122: União das freguesias de Ervedal e Vila Franca da Beira;1281;606;675
061123: União das freguesias de Lagos da Beira e Lajeosa;1129;543;586
061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;5837;2791;3046
061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;926;435;491
061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;845;401;444
0612: Pampilhosa da Serra;4067;1880;2187
061201: Cabril;244;116;128
061202: Dornelas do Zêzere;668;296;372
061211: Fajão-Vidual;275;131;144
061204: Janeiro de Baixo;535;253;282
061206: Pampilhosa da Serra;1299;588;711
061207: Pessegueiro;183;88;95
061212: Portela do Fojo-Machio;442;213;229
061209: Unhais-o-Velho;421;195;226
0613: Penacova;13119;6168;6951
061301: Carvalho;675;313;362
061302: Figueira de Lorvão;2371;1134;1237
061304: Lorvão;3145;1488;1657
061307: Penacova;2827;1323;1504
061310: Sazes do Lorvão;712;333;379
061312: União das freguesias de Friúmes e Paradela;813;377;436
061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;956;458;498
061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;1620;742;878
0614: Penela;5443;2595;2848
061401: Cumeeira;857;405;452
061402: Espinhal;733;337;396
061403: Podentes;473;227;246
061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;3380;1626;1754
0615: Soure;17264;8155;9109
061501: Alfarelos;1271;608;663
061504: Figueiró do Campo;1289;609;680
061506: Granja do Ulmeiro;1703;776;927
061508: Samuel;1068;499;569
061509: Soure;7461;3561;3900
061510: Tapéus;325;149;176
061513: União das freguesias de Degracias e Pombalinho;1049;503;546
061514: União das freguesias de Gesteira e Brunhós;955;456;499
061511: Vila Nova de Anços;928;431;497
061512: Vinha da Rainha;1215;563;652
0616: Tábua;11163;5283;5880
061602: Candosa;531;251;280
061603: Carapinha;366;177;189
061608: Midões;1578;737;841
061609: Mouronho;756;381;375
061611: Póvoa de Midões;501;236;265
061612: São João da Boa Vista;393;197;196
061614: Tábua;3678;1679;1999
061616: União das freguesias de Ázere e Covelo;827;401;426
061617: União das freguesias de Covas e Vila Nova de Oliveirinha;1232;592;640
061618: União das freguesias de Espariz e Sinde;858;422;436
061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;443;210;233
0617: Vila Nova de Poiares;6813;3205;3608
061701: Arrifana;1218;586;632
061702: Lavegadas;174;81;93
061703: Poiares (Santo André);4119;1926;2193
061704: São Miguel de Poiares;1302;612;690
16F: Região de Leiria;286809;137515;149294
1002: Alvaiázere;6227;2896;3331
100201: Almoster;597;267;330
100208: Alvaiázere;1802;829;973
100204: Maçãs de Dona Maria;1494;693;801
100205: Pelmá;635;304;331
100209: Pussos São Pedro;1699;803;896
1003: Ansião;11632;5506;6126
100301: Alvorge;1050;492;558
100309: Ansião;3526;1675;1851
100303: Avelar;1927;902;1025
100304: Chão de Couce;1684;790;894
100306: Pousaflores;800;370;430
100307: Santiago da Guarda;2645;1277;1368
1004: Batalha;15553;7527;8026
100401: Batalha;8819;4322;4497
100404: Golpilheira;1447;702;745
100402: Reguengo do Fetal;1910;885;1025
100403: São Mamede;3377;1618;1759
1007: Castanheira de Pêra;2647;1247;1400
100703: União das freguesias de Castanheira de Pêra e Coentral;2647;1247;1400
1008: Figueiró dos Vinhos;5296;2502;2794
100801: Aguda;911;439;472
100802: Arega;723;344;379
100803: Campelo;190;95;95
100806: União das freguesias de Figueiró dos Vinhos e Bairradas;3472;1624;1848
1009: Leiria;128640;61793;66847
100901: Amor;4579;2244;2335
100902: Arrabal;2611;1264;1347
100925: Bajouca;1893;964;929
100926: Bidoeira de Cima;2234;1101;1133
100907: Caranguejeira;4336;2122;2214
100909: Coimbrão;1724;844;880
100913: Maceira;9154;4502;4652
100915: Milagres;2826;1389;1437
100921: Regueira de Pontes;2175;1059;1116
100932: União das freguesias de Colmeias e Memória;3746;1774;1972
100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;34648;16387;18261
100934: União das freguesias de Marrazes e Barosa;26242;12331;13911
100935: União das freguesias de Monte Real e Carvide;5543;2666;2877
100936: União das freguesias de Monte Redondo e Carreira;5176;2516;2660
100937: União das freguesias de Parceiros e Azoia;7537;3713;3824
100938: União das freguesias de Santa Catarina da Serra e Chainça;4568;2253;2315
100939: União das freguesias de Santa Eufémia e Boa Vista;4065;1970;2095
100940: União das freguesias de Souto da Carpalhosa e Ortigosa;5583;2694;2889
1010: Marinha Grande;39033;18833;20200
101001: Marinha Grande;32326;15595;16731
101003: Moita;1297;631;666
101002: Vieira de Leiria;5410;2607;2803
1013: Pedrógão Grande;3392;1611;1781
101301: Graça;599;287;312
